STATE,SITE_NAME,SITE_NAME,RELEASE_DATE,RELEASE_TIME,WEATHER_CONDITIONS,APPROXIMATE_WIND_SPEED,AMBIENT_TEMPERATURE_F,#_OOBIUS_RELEASED,#_SPATHIUS_RELEASED,#_TETRASTICHUS_RELEASED,#_OTHER_SPECIMEN_RELEASED,COMMENTS,ORIGIN,POINT_X,POINT_Y,STAGE_OOBIUS_RELEASED,STAGE_SPATHIUS_RELEASED,STAGE_TETRASTICHUS_RELEASED,STAGE_OTHER_SPECIMEN_RELEASED,COUNT_SGALINAE_RELEASED,STAGE_SGALINAE_RELEASED
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:42 AM,Sunny,Light,74,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:45 AM,Sunny,Light,74,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:48 AM,Sunny,Light,74,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:51 AM,Sunny,Light,74,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:54 AM,Sunny,Light,74,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",11:57 AM,Sunny,Light,74,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",12:00 PM,Sunny,Light,74,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",12:03 PM,Sunny,Light,74,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,015",NGMO,"9/7/2011, 8:00 PM",12:06 PM,Sunny,Light,74,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:30 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:35 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:40 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:45 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:50 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",12:55 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:00 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:05 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:10 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:15 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:20 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:25 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:30 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:35 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:40 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:45 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:50 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",1:55 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:00 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:05 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:10 PM,Sunny,Light,68,0,20,0,0,,Research,-88.49,47.18,,Adult,,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:15 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:20 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:25 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,016",Pit,"9/7/2011, 8:00 PM",2:30 PM,Sunny,Light,68,0,0,20,0,,Research,-88.49,47.18,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:30 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:35 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:40 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:45 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:50 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",10:55 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:00 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:05 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:10 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:15 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:20 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:25 PM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:30 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:35 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:40 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:45 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:50 AM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",11:55 AM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:00 PM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:05 PM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:10 PM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:15 PM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:20 PM,Sunny,Light,62,0,0,20,0,,Research,-88.46,47.2,,,Adult,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:25 PM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,017",Gale,"9/12/2011, 8:00 PM",12:30 PM,Sunny,Light,62,0,20,0,0,,Research,-88.46,47.2,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:00 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:05 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:10 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:15 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:20 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:25 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:30 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:35 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:40 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:45 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:50 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",1:55 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:00 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:05 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:10 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:15 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:20 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:25 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:30 PM,Sunny,Light,62,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:35 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:40 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:45 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:50 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",2:55 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,018",Rastello,"9/12/2011, 8:00 PM",3:00 PM,Sunny,Light,62,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:15 AM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:20 AM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:25 AM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:30 AM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:35 AM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:40 AM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:45 AM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:50 AM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",11:55 AM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:00 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:05 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:10 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:15 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:20 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:25 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:30 PM,Sunny,Light,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:35 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:40 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:45 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:50 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",12:55 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",1:00 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.45,47.22,,,Adult,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",1:05 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",1:10 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",1:15 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,019",Benda,"9/13/2011, 8:00 PM",1:20 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.45,47.22,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",1:45 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",1:50 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",1:55 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:00 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:05 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:10 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:15 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:20 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:25 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:30 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:35 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:40 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:45 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:50 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",2:55 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:00 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:05 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:10 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:15 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:20 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:25 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:30 PM,Cloudy,Moderate,55,0,20,0,0,,Research,-88.47,47.21,,Adult,,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:35 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:40 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,020",SGMO,"9/13/2011, 8:00 PM",3:45 PM,Cloudy,Moderate,55,0,0,20,0,,Research,-88.47,47.21,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:30 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:35 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:40 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:45 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:50 PM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",10:55 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:00 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:05 AM,Sunny,Moderate,55,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:10 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:20 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:25 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/14/2011, 8:00 PM",11:30 AM,Sunny,Moderate,54,0,0,20,0,,Research,-88.43,47.23,,,Adult,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",11:45 AM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",11:50 AM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",11:55 AM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:00 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:05 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:10 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:15 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:20 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:25 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:30 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:35 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,021",Gas Plant,"9/15/2011, 8:00 PM",12:40 PM,Sunny,Light,52,0,15,0,0,,Research,-88.43,47.23,,Adult,,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:00 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:05 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:10 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:15 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:20 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:25 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:30 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:35 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:40 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:45 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:50 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
Michigan,"3,022",Turpeinen,"9/14/2011, 8:00 PM",11:55 AM,Sunny,Light,52,0,0,20,0,,Research,-88.5,47.16,,,Adult,,0,
